_rank,_name,_score,Back,Background,Body,Glass,Hand,Hat,Legendary,Mouth,Neck,Prop,Shirt
1389,Oppa Bear Evolution Gen.1 #299,252.47712348191303,Skateboard Yellow,Rainbow Shade V1,Pink,,,Hiphop Pink,,Smirk,,Pizza Purple,Basketball Shirt Yellow
1390,Oppa Bear Evolution Gen.1 #654,252.3049572294695,Sword Black,Bubble Pink,Blue,Scuba Yellow,,Mario Yellow,,Playful,,Lollipop Blue,Hawaiian Blue
1391,Oppa Bear Evolution Gen.1 #865,252.20118116787293,Green Sword,Art Shade V.1,Yellow,Circle Blue,,,,Smirk,Bag Yellow,,King Yellow
1392,Oppa Bear Evolution Gen.1 #1732,252.11979529861011,Baseball Silver,Red,Grey,,Hand Ice Cream V2,HipHop Green,,Open Mouth,,Parrot Red,Basketball Shirt Yellow
1393,Oppa Bear Evolution Gen.1 #838,252.0524871793212,Basketball Pink,Theme Orange,Yellow,Rainbow Shade V.1,,Yo Hat Pink,,Open Mouth,,Honey Blue,Hoodie Oversize Blue
1394,Oppa Bear Evolution Gen.1 #1883,252.05169500496572,,Theme Green,Pink,Normal Green,,Bear Hat Orange,,Smile,Headphone Yellow,Lollipop Green,Palm Shirt Purple
1395,Oppa Bear Evolution Gen.1 #219,251.87362201761132,Sword Purple,Sunshine Yellow,White,,,Smart Hat Blue,,Smile,Headphone Red,Rose Purple,Hoodie Purple
1396,Oppa Bear Evolution Gen.1 #1086,251.81446777436136,Guitar Blue,Rainbow Wall Light,Pink,,,Snow Orange,,Open Mouth,,Lollipop Blue,Hood Blue
1397,Oppa Bear Evolution Gen.1 #1704,251.80271541148267,,Bubble Orange,Grey,,Hand Ice Cream V3,Headphone Blue,,Playful,Bag Yellow,,Palm Shirt Red
1398,Oppa Bear Evolution Gen.1 #183,251.78552407368477,Basketball Pink,Lens Pink,White,Rayban Brown,,Yo Hat Pink,,Open Mouth,Scarf Green,,Hoodie Mix Purple
1399,Oppa Bear Evolution Gen.1 #1535,251.72342484644648,Basketball Pink,Bubble Blue,Sky Blue,,,,,Smile,Bag Yellow,Parrot Red,Torn Shirt Black
1400,Oppa Bear Evolution Gen.1 #935,251.68527402940703,Basketball Pink,Theme Orange,Purple,Rayban Brown,,Snow Blue,,Smile,,Gum Red,Suit Blue
1401,Oppa Bear Evolution Gen.1 #217,251.66119394271925,Skateboard Green,Rainbow Wink Shade,Brown,,,Honey Jar Yellow,,Playful,Headphone Red,Lollipop Purple,Bee Pink
1402,Oppa Bear Evolution Gen.1 #1253,251.65367905039153,Gun Yellow,Sunshine Pink,Sky Blue,Heart Blue,,Snow Blue,,Playful,,Lollipop Green,Rain Coat Green
1403,Oppa Bear Evolution Gen.1 #747,251.60519353847522,,Spiral Orange,Purple,,,Baseball Purple,,Angry,Scarf Green,Honey Purple,Hoodie Purple
1404,Oppa Bear Evolution Gen.1 #235,251.55746072451842,,Yellow,Purple,,Hand Donut V2,HipHop Green,,Playful,Headphone Green,Pizza Blue,Bee Green
1405,Oppa Bear Evolution Gen.1 #821,251.4946055464227,,Blue,Pink,Circle Blue,,Mario Blue,,Smirk,,,Suit Purple
1406,Oppa Bear Evolution Gen.1 #686,251.44102045579692,Gun Yellow,Blue,White,,,HipHop Yellow,,Smile,Scarf Green,Pizza Purple,Gap Yellow
1407,Oppa Bear Evolution Gen.1 #1493,251.4389543920517,Gun Pink,Yellow,Yellow,Detective Glass Blue,,Cowboy Big Brown,,Smirk,,Pizza Blue,Hood Blue
1408,Oppa Bear Evolution Gen.1 #535,251.301127491301,Skateboard Yellow,Art Shade V.1,Sky Blue,Circle Green,,Snow Blue,,Playful,Bag Purple,,Raincoat Red
1409,Oppa Bear Evolution Gen.1 #919,251.28781519657636,Gun Green,Purple,Brown,,Hand Spray V2,Fashion Hat Blue,,Smirk,Scarf Green,Lollipop Purple,Sweater Blue
1410,Oppa Bear Evolution Gen.1 #455,251.21624857485628,Guitar Blue,Rainbow Shade V1,White,,,Ring Purple,,Playful,,Pizza Purple,Raincoat Orange
1411,Oppa Bear Evolution Gen.1 #1319,251.17130406290812,Baseball Silver,Shade Blue,Pink,Star Pink,,Baseball White,,Smile,,Honey Yellow,Hoodie Oversize Blue
1412,Oppa Bear Evolution Gen.1 #504,251.15612480247486,,Purple,Green,Scuba Red,Hand Donut V3,Headphone Pink,,Smirk,,Lollipop Purple,Jacket Brown
1413,Oppa Bear Evolution Gen.1 #926,251.00387904446228,Green Sword,Bubble Blue,Purple,,,Mario Blue,,Playful,,Pizza Blue,Rain Coat Pink
1414,Oppa Bear Evolution Gen.1 #1310,251.00216012058488,Baseball Silver,Spiral Orange,Grey,Circle Green,,,,Open Mouth,,Pizza Purple,Gap Yellow
1415,Oppa Bear Evolution Gen.1 #1601,250.85966931949207,Skateboard Green,Circle Red,Brown,,Hand Donut V2,Fashion Hat Blue,,Playful,,,Basketball Shirt Green
1416,Oppa Bear Evolution Gen.1 #1647,250.85378011022215,,Wall Blue,Brown,Motorbike Glass Green,,Halo Pink,,Angry,Headphone Pink,Gum Yellow,Torn Shirt Green
1417,Oppa Bear Evolution Gen.1 #1348,250.6650644467911,Skateboard Green,Futuristic V.1,Yellow,,Hand Ice Cream V3,Party Hat Red,,Smile,,Gum Yellow,Hood Blue
1418,Oppa Bear Evolution Gen.1 #23,250.53639779966062,Basketball Green,Rainbow Wall Light,Grey,,,Headphone Orange,,Smile,,Gum Yellow,Torn Shirt Green
1419,Oppa Bear Evolution Gen.1 #1758,250.41095501122965,,Lens Blue,Grey,Rayban Brown,,Snow Blue,,Angry,,Lollipop Purple,King Red
1420,Oppa Bear Evolution Gen.1 #1267,250.35891935077242,,Green,Sky Blue,Heart Green,,HipHop Yellow,,Angry,Bag Blue,Pizza Yellow,Basketball Shirt Green
1421,Oppa Bear Evolution Gen.1 #1747,250.2921518486982,Basketball Orange,Spiral Orange,Pink,,,Mario Blue,,Smirk,,Gum Yellow,Hood Yellow
1422,Oppa Bear Evolution Gen.1 #1402,250.1690820879094,Guitar Pink,Yellow,Blue,Color Lens V.3,,Halo Yellow,,Playful,,,Torn Shirt Green
1423,Oppa Bear Evolution Gen.1 #1901,250.005249460655,Guitar Pink,Spiral Purple,Yellow,,,Yo Hat Yellow,,Angry,,Pizza Blue,Bib Green
1424,Oppa Bear Evolution Gen.1 #1728,249.98891958073784,Guitar Pink,Futuristic V.1,Grey,,,Honey Jar Yellow,,Angry,Scarf Red,Gum Red,Gap Pink
1425,Oppa Bear Evolution Gen.1 #161,249.97699007119348,Basketball Green,Purple,White,Detective Glass Purple,Hand Ice Cream V1,,,Smile,,Pizza Yellow,Basketball Shirt Red
1426,Oppa Bear Evolution Gen.1 #213,249.9358353546043,Sword Purple,Art Shade V.2,Grey,,,Small Hat Purple,,Smirk,Scarf Green,Honey Purple,Raincoat Red
1427,Oppa Bear Evolution Gen.1 #43,249.8244231652011,,Rainbow Shade V2,Grey,,Hand Spray V2,Smart Hat Purple,,Open Mouth,,Honey Purple,Hoodie Mix Yellow
1428,Oppa Bear Evolution Gen.1 #1420,249.80914989913867,Green Sword,Art Shade V.2,Sky Blue,Color Lens V.1,,Cowboy Big Brown,,Smile,,Gum Yellow,Hood Blue
1429,Oppa Bear Evolution Gen.1 #982,249.6529157985958,Skateboard Purple,Fraction Yellow,Yellow,Detective Glass Purple,,Snow Blue,,Playful,,Gum Red,Hood Blue
1430,Oppa Bear Evolution Gen.1 #780,249.61971998116576,,Art Shade V.3,Brown,,,Smart Hat Black,,Smirk,,Parrot Yellow,Turtle Neck Green
1431,Oppa Bear Evolution Gen.1 #1845,249.57958947900494,Baseball Green,Futuristic V.1,White,Color Lens V.2,,Yo Hat Pink,,Angry,,Rose Purple,Hood Blue
1432,Oppa Bear Evolution Gen.1 #1874,249.42711491310945,Basketball Orange,Bubble Pink,Blue,,,Cowboy Big Brown,,Smirk,Headphone Red,,Hood Yellow
1433,Oppa Bear Evolution Gen.1 #841,249.40920900330687,Guitar Pink,Blue,Purple,Scuba Yellow,,Party Hat Red,,Smile,Bag Yellow,Honey Yellow,Hoodie Mix White
1434,Oppa Bear Evolution Gen.1 #974,249.0958668974908,Basketball Pink,Circle Red,Yellow,,Hand Donut V1,Baseball White,,Open Mouth,,Honey Purple,Suit Black
1435,Oppa Bear Evolution Gen.1 #1754,248.8271124063789,Baseball Silver,Sunshine Pink,Blue,Rainbow Shade V.1,,Fashion Hat Blue,,Smirk,Headphone Yellow,,Hoodie Oversize Pink
1436,Oppa Bear Evolution Gen.1 #1648,248.5569214558932,,Rainbow Wall Light,Grey,,,Honey Jar Green,,Open Mouth,Bag Purple,Lollipop Green,Hoodie Mix Purple
1437,Oppa Bear Evolution Gen.1 #1517,248.5019606562294,Baseball Green,Spiral Purple,Green,Star Blue,,,,Open Mouth,,Lollipop Purple,Turtle Neck Pink
1438,Oppa Bear Evolution Gen.1 #894,248.41163739515383,,Fraction Pink,Sky Blue,Star Blue,,Small Hat Green,,Smirk Rainbow,Scarf Yellow,,Hoodie Mix Purple
1439,Oppa Bear Evolution Gen.1 #1479,248.26907333940957,Gun Yellow,Fraction Pink,Brown,Detective Glass Blue,,,,Smile,Scarf Red,Parrot Yellow,Hoodie Oversize Blue
1440,Oppa Bear Evolution Gen.1 #983,248.19932532619566,Basketball Pink,Theme Orange,White,Circle Blue,,Yo Hat Pink,,Open Mouth,,Rose Yellow,Hoodie Mix Purple
1441,Oppa Bear Evolution Gen.1 #960,248.1184348253093,Basketball Pink,Rainbow Wall Light,Purple,Heart Green,,HipHop Purple,,Playful,,Lollipop Blue,Hoodie Mix Purple
1442,Oppa Bear Evolution Gen.1 #384,248.08129597654988,,Rainbow Wink Shade,Sky Blue,,,Baseball Purple,,Smile,Bag Blue,Lollipop Blue,Palm Shirt Green
1443,Oppa Bear Evolution Gen.1 #1036,248.04081294813312,Basketball Orange,Rainbow Wall Light,Grey,Heart Green,,Mario Yellow,,Angry,Bag Yellow,,Gap Pink
1444,Oppa Bear Evolution Gen.1 #394,247.87726649696268,Basketball Pink,Fraction Pink,Brown,Star Pink,,Honey Jar Purple,,Playful,Headphone Yellow,Lollipop Blue,Palm Shirt Red
1445,Oppa Bear Evolution Gen.1 #1614,247.8429671072782,Basketball Orange,Theme Purple,Sky Blue,Normal Yellow,,Snow Purple,,Open Mouth,,Pizza Blue,Palm Shirt Red
1446,Oppa Bear Evolution Gen.1 #344,247.78357549156473,Gun Yellow,Blue,Blue,Circle Red,,Honey Jar Purple,,Open Mouth,,Lollipop Purple,Bib Green
1447,Oppa Bear Evolution Gen.1 #1353,247.7458126107427,,Sunshine Pink,Green,Scuba Yellow,,Baseball Green,,Angry,Bag Yellow,Honey Purple,Jacket Green
1448,Oppa Bear Evolution Gen.1 #1895,247.63917140354982,Gun Pink,Rainbow Wall Dark,White,Star Pink,,Ring Red,,Smile,,Pizza Purple,Palm Shirt Red
1449,Oppa Bear Evolution Gen.1 #288,247.5909867028067,,Pink,Brown,,,Hiphop Black,,Open Mouth,Scarf Green,Honey Yellow,Jacket Brown
1450,Oppa Bear Evolution Gen.1 #942,247.54094785908126,,Pink,White,Detective Glass Blue,,Party Hat Blue,,Angry,Scarf Green,Honey Yellow,Bee Green
1451,Oppa Bear Evolution Gen.1 #1435,247.45032446830172,Guitar Blue,Lens Blue,Blue,,,Cowboy Small Green,,Smile,Bag Yellow,Pizza Yellow,Sweater Yellow
1452,Oppa Bear Evolution Gen.1 #1011,247.43458747711054,Basketball Pink,Yellow,Green,Color Lens V.1,,Cap Blue,,Smirk,,Pizza Yellow,Suit Black
1453,Oppa Bear Evolution Gen.1 #1449,247.35732983129938,Baseball Silver,Pink,Pink,,Hand Donut V2,Small Hat Green,,Open Mouth,,,Turtle Neck Green
1454,Oppa Bear Evolution Gen.1 #907,247.31168019373132,Sword Purple,Purple,Grey,Heart Red,,Cap Blue,,Smile,,Rose Purple,Rain Coat Yellow
1455,Oppa Bear Evolution Gen.1 #931,247.29520913065926,,Wall Blue,Green,Heart Blue,Hand Donut V3,,,Angry Rainbow,Scarf Green,Lollipop Blue,Bee Pink
1456,Oppa Bear Evolution Gen.1 #1052,247.20723572685088,,Fraction Pink,Purple,Motorbike Glass Pink,Hand Soundabout V2,,,Open Mouth,Headphone Green,Honey Purple,Jacket Brown
1457,Oppa Bear Evolution Gen.1 #1201,247.13431121518894,,Blue,Blue,,Hand Ice Cream V3,Snow Purple,,Playful,,Parrot Yellow,Gap Purple
1458,Oppa Bear Evolution Gen.1 #476,246.9912673040491,Skateboard Purple,Theme Purple,Pink,Star Yellow,,Baseball Green,,Smirk,,,Hoodie Pink
1459,Oppa Bear Evolution Gen.1 #948,246.93848843203955,Sword Purple,Orange,Purple,,,Baseball Purple,,Playful,Headphone Yellow,Honey Blue,Hoodie Mix Purple
1460,Oppa Bear Evolution Gen.1 #1525,246.93266306385857,Baseball Golden,Purple,Sky Blue,Circle Blue,,Fashion Hat Yellow,,Smirk,Scarf Red,,Bee Pink
1461,Oppa Bear Evolution Gen.1 #932,246.86832788628777,Skateboard Yellow,Theme Orange,Brown,,Hand Spray V3,Bucket Purple,,Playful,,Pizza Blue,Palm Shirt Red
1462,Oppa Bear Evolution Gen.1 #636,246.78679776022392,,Wall Blue,Sky Blue,,Hand Ice Cream V2,Mario Yellow,,Angry Rainbow,Headphone Red,,Sweater Yellow
1463,Oppa Bear Evolution Gen.1 #1789,246.78470121490267,Sword Black,Yellow,Blue,,,Honey Jar Yellow,,Smile,,Parrot Red,Bee Green
1464,Oppa Bear Evolution Gen.1 #1660,246.74945898158884,Wing Red,Green,Brown,,,Baseball White,,Open Mouth,Bag Purple,Rose Yellow,Raincoat Red
1465,Oppa Bear Evolution Gen.1 #816,246.74929053173943,Wing Yellow,Green,Grey,,,Baseball Green,,Angry,Scarf Red,Lollipop Purple,Raincoat Orange
1466,Oppa Bear Evolution Gen.1 #1384,246.65373908069398,Sword Black,Pink,Pink,,,Honey Jar Green,,Smile,,,Hawaiian Red
1467,Oppa Bear Evolution Gen.1 #475,246.50993130653444,Guitar Blue,Lens Pink,Yellow,,,Smart Hat Blue,,Smirk,Bag Purple,Rose Purple,Rain Coat Green
1468,Oppa Bear Evolution Gen.1 #270,246.36618797690764,Guitar Pink,Yellow,Purple,Star Yellow,,Bear Hat Orange,,Smile,Bag Purple,,Hoodie Purple
1469,Oppa Bear Evolution Gen.1 #1741,246.36256487867928,Skateboard Yellow,Sunshine Pink,Yellow,,,HipHop Green,,Angry Rainbow,,Honey Yellow,Rain Coat Yellow
1470,Oppa Bear Evolution Gen.1 #1205,246.3294140257752,Basketball Pink,Spiral Blue,Blue,,,Headphone Blue,,Smile,,Rose Orange,Raincoat Orange
1471,Oppa Bear Evolution Gen.1 #1149,246.30416303770102,,Spiral Orange,White,,,Bear Hat Pink,,Angry,,Rose Yellow,Suit Black
1472,Oppa Bear Evolution Gen.1 #1926,246.2414519014996,Basketball Pink,Yellow,Green,,Hand Ice Cream V1,Honey Jar Purple,,Smile,,Rose Orange,Sweater Red
1473,Oppa Bear Evolution Gen.1 #646,246.2305516965026,Gun Green,Theme Orange,Pink,,,Honey Jar Purple,,Smile,Scarf Red,Gum Yellow,Torn Shirt Black
1474,Oppa Bear Evolution Gen.1 #76,246.07347575226282,Baseball Golden,Pink,Grey,Motorbike Glass Green,,Snow Blue,,Playful,Headphone Green,,Sweater Yellow
1475,Oppa Bear Evolution Gen.1 #902,246.06740490667534,,Rainbow Shade V2,Pink,,Hand Donut V1,Halo Pink,,Smirk,Bag Blue,Honey Blue,Turtle Neck Blue
1476,Oppa Bear Evolution Gen.1 #73,245.9915727567785,Basketball Green,Art Shade V.3,Grey,,,Yo Hat Yellow,,Angry,Headphone Yellow,,Bee Green
1477,Oppa Bear Evolution Gen.1 #248,245.94714456005096,Basketball Orange,Art Shade V.2,Green,,Hand Ice Cream V1,Bear Hat Orange,,Smile,,Gum Yellow,Suit Black
1478,Oppa Bear Evolution Gen.1 #964,245.9237557644799,Skateboard Green,Theme Green,Blue,,Hand Soundabout V3,Snow Purple,,Playful,,Honey Blue,Raincoat Red
1479,Oppa Bear Evolution Gen.1 #1583,245.91889600076018,Baseball Green,Theme Purple,Purple,Rainbow Shade V.1,,Mario Blue,,Playful,Bag Blue,,Sweater Yellow
1480,Oppa Bear Evolution Gen.1 #870,245.90352659544607,Baseball Green,Rainbow Wink Shade,Sky Blue,Circle Blue,,Baseball Green,,Smile,,Gum Blue,Hawaiian Blue
1481,Oppa Bear Evolution Gen.1 #1281,245.87609671938546,Guitar Blue,Theme Yellow,White,,,Party Hat Red,,Open Mouth,,Pizza Yellow,Bib Green
1482,Oppa Bear Evolution Gen.1 #1546,245.80139169545865,Guitar Pink,Art Shade V.3,Sky Blue,,,Mario Red,,Smirk,,,Hoodie Mix White
1483,Oppa Bear Evolution Gen.1 #446,245.74942405461417,Baseball Silver,Lens Blue,White,,,Mario Yellow,,Open Mouth,Bag Yellow,Rose Orange,Hoodie Oversize Blue
1484,Oppa Bear Evolution Gen.1 #1443,245.63949721637803,,Yellow,Purple,Normal Green,,Mario Yellow,,Playful,Bag Blue,,Hoodie Pink
1485,Oppa Bear Evolution Gen.1 #1969,245.51064470363542,Skateboard Purple,Shade Purple,Blue,,,Small Hat Purple,,Smirk,Scarf Red,Gum Blue,Hoodie Mix Purple
1486,Oppa Bear Evolution Gen.1 #1151,245.47073396457418,Gun Green,Theme Green,Purple,Scuba Red,,,,Smirk Rainbow,Scarf Red,Gum Red,Hoodie Mix White
1487,Oppa Bear Evolution Gen.1 #1530,245.37949893006396,Basketball Orange,Shade Blue,Sky Blue,Star Pink,,Bucket Black,,Playful,,Lollipop Blue,Jacket Green
1488,Oppa Bear Evolution Gen.1 #274,245.23774692845706,Basketball Orange,Rainbow Wall Light,Sky Blue,Circle Red,,Cap Blue,,Playful,Bag Yellow,Rose Yellow,Hoodie Oversize Pink
1489,Oppa Bear Evolution Gen.1 #1028,245.1726222707263,,Theme Purple,Yellow,,Hand Donut V3,Cowboy Big Purple,,Smirk,Bag Blue,Honey Blue,Rain Coat Pink
1490,Oppa Bear Evolution Gen.1 #1153,245.13934991747635,Wing Blue,Rainbow Wink Shade,Green,,,,,Smirk Rainbow,Scarf Yellow,Lollipop Purple,Hood Blue
1491,Oppa Bear Evolution Gen.1 #555,244.89771156248207,,Lens Pink,Purple,,Hand Ice Cream V2,Cowboy Small Green,,Smile,Headphone Pink,Lollipop Blue,Basketball Shirt Red
1492,Oppa Bear Evolution Gen.1 #66,244.84467423079406,,Theme Yellow,Grey,,,Baseball Green,,Open Mouth,Bag Blue,Pizza Purple,Basketball Shirt Red
1493,Oppa Bear Evolution Gen.1 #1433,244.8374209560009,Guitar Yellow,Sunshine Blue,Yellow,Color Lens V.3,,,,Angry,,Gum Yellow,Hoodie Blue
1494,Oppa Bear Evolution Gen.1 #923,244.81514238964303,,Theme Purple,Sky Blue,Rainbow Shade V.3,,Bear Hat Orange,,Smile,,Rose Purple,Raincoat Red
1495,Oppa Bear Evolution Gen.1 #1780,244.74815468622393,Guitar Blue,Green,Green,,,Hiphop Pink,,Smile,Scarf Yellow,Gum Blue,Hoodie Mix Yellow
1496,Oppa Bear Evolution Gen.1 #1784,244.5888203236506,,Rainbow Shade V2,Purple,Circle Green,,Snow Purple,,Angry,Headphone Red,Rose Purple,Torn Shirt Green
1497,Oppa Bear Evolution Gen.1 #1261,244.54475778973972,Baseball Silver,Rainbow Shade V2,Grey,Detective Glass Blue,,Headphone Pink,,Smile,,,Hoodie Oversize Pink
1498,Oppa Bear Evolution Gen.1 #1507,244.49212971437152,Guitar Blue,Red,Yellow,Color Lens V.2,Hand Spray V2,,,Angry,Bag Blue,,Jacket Green
1499,Oppa Bear Evolution Gen.1 #1928,244.46078096976,,Pink,White,,Hand Ice Cream V2,Ring Red,,Smile,,Parrot Yellow,Bib Purple
1500,Oppa Bear Evolution Gen.1 #262,244.45405755841534,Green Sword,Rainbow Shade V1,Yellow,,,Fashion Hat Blue,,Smile,Scarf Red,Gum Red,Bib Purple
1501,Oppa Bear Evolution Gen.1 #221,244.31483813706427,Guitar Pink,Art Shade V.3,Purple,Scuba Red,,,,Angry Rainbow,Bag Purple,Pizza Blue,Bee Green
1502,Oppa Bear Evolution Gen.1 #845,244.1061581384075,Basketball Orange,Sunshine Yellow,Brown,Star Pink,,Bucket Black,,Playful,,Pizza Blue,Hood Blue
1503,Oppa Bear Evolution Gen.1 #1358,244.09283945151708,Skateboard Purple,Theme Purple,Grey,Circle Blue,,Cowboy Big Brown,,Playful,,Rose Purple,Bee Pink
1504,Oppa Bear Evolution Gen.1 #291,244.01879514757354,,Orange,Sky Blue,,,Bear Hat Green,,Angry,,Pizza Purple,Hoodie Mix White
1505,Oppa Bear Evolution Gen.1 #599,243.75980559066193,,Sunshine Yellow,Grey,,,Mario Blue,,Smile,Headphone Red,Pizza Purple,Rain Coat Yellow
1506,Oppa Bear Evolution Gen.1 #1821,243.68750544105546,Skateboard Green,Theme Orange,Purple,Detective Glass Blue,,Snow Blue,,Angry,,Lollipop Purple,Hawaiian Blue
1507,Oppa Bear Evolution Gen.1 #1264,243.63813749172863,,Wave Clear,Green,Scuba Blue,,,,Angry,,Lollipop Blue,Suit Blue
1508,Oppa Bear Evolution Gen.1 #1386,243.60121115882424,Guitar Blue,Art Shade V.2,Purple,,,Ring Purple,,Open Mouth,Bag Purple,Rose Orange,Sweater Red
1509,Oppa Bear Evolution Gen.1 #1032,243.53547474521966,Baseball Green,Sunshine Blue,Brown,,,Cowboy Small Green,,Playful,,Lollipop Purple,Hoodie Purple
1510,Oppa Bear Evolution Gen.1 #1568,243.53028289431813,Basketball Pink,Futuristic V.3,Sky Blue,Scuba Red,,,,Playful,Headphone Pink,Rose Yellow,Hawaiian Red
1511,Oppa Bear Evolution Gen.1 #648,243.42243971725645,,Wall Blue,Green,,Hand Soundabout Blue V1,Bucket Purple,,Smile,Bag Blue,Lollipop Blue,Basketball Shirt Green
1512,Oppa Bear Evolution Gen.1 #341,243.41264369585363,Skateboard Purple,Theme Green,Brown,Motor Bike Glass Orange,,Bucket Black,,Angry,Bag Yellow,,Basketball Shirt Green
1513,Oppa Bear Evolution Gen.1 #670,243.32927968287083,Sword Purple,Wave Clear,Brown,,,Bucket Purple,,Angry,,Lollipop Blue,Palm Shirt Green
1514,Oppa Bear Evolution Gen.1 #290,243.16655549102975,Basketball Orange,Bubble Pink,Sky Blue,,,Headphone Pink,,Smile,Bag Blue,Honey Purple,Hoodie Oversize Blue
1515,Oppa Bear Evolution Gen.1 #1673,243.14299645263824,Guitar Blue,Lens Pink,Brown,Rayban Brown,,,,Angry Rainbow,Bag Purple,Pizza Purple,Sweater Blue
1516,Oppa Bear Evolution Gen.1 #968,243.0759897864461,Basketball Pink,Yellow,Yellow,,,Small Hat Purple,,Angry Rainbow,,Gum Red,Hoodie Oversize Blue
1517,Oppa Bear Evolution Gen.1 #1486,243.00962653502935,Basketball Orange,Rainbow Wall Light,Green,,Hand Soundabout V3,Headphone Blue,,Angry Rainbow,,Honey Blue,Basketball Shirt Green
1518,Oppa Bear Evolution Gen.1 #356,242.97764898707814,,Rainbow Wink Style,Pink,Detective Glass Green,,,,Smile,Scarf Yellow,Pizza Blue,Turtle Neck Blue
1519,Oppa Bear Evolution Gen.1 #186,242.95398252615928,Baseball Green,Green,Green,,Hand Spray V3,Baseball Green,,Playful,,Gum Yellow,Hoodie Mix Purple
1520,Oppa Bear Evolution Gen.1 #419,242.90523438048842,Baseball Silver,Purple,Brown,Rayban Brown,,Honey Jar Purple,,Open Mouth,,Parrot Yellow,Palm Shirt Purple
1521,Oppa Bear Evolution Gen.1 #1767,242.89896764541726,,Shade Purple,White,Star Blue,,Halo Pink,,Angry,,Lollipop Purple,Jacket Green
1522,Oppa Bear Evolution Gen.1 #292,242.53323215513947,,Purple,White,Scuba Yellow,,Yo Hat Yellow,,Angry,,Rose Orange,Hoodie Purple
1523,Oppa Bear Evolution Gen.1 #1372,242.49983423793202,,Lens Blue,Sky Blue,,,Honey Jar Green,,Smirk,,,Raincoat Purple
1524,Oppa Bear Evolution Gen.1 #727,242.49344475770633,Guitar Blue,Wall Yellow,Purple,,,Party Hat Blue,,Angry,,,Rain Coat Pink
1525,Oppa Bear Evolution Gen.1 #554,242.41093586552753,,Rainbow Shade V.2,Blue,Heart Blue,,Bucket Purple,,Smile,,,Turtle Neck Blue
1526,Oppa Bear Evolution Gen.1 #1455,242.25866465018885,,Fraction Yellow,Purple,Scuba Yellow,,Fashion Hat Blue,,Smile,Bag Yellow,Gum Blue,Hawaiian Blue
1527,Oppa Bear Evolution Gen.1 #737,242.1640130459316,Basketball Orange,Circle Purple,Pink,Detective Glass Blue,,Baseball Green,,Open Mouth,,,Bee Pink
1528,Oppa Bear Evolution Gen.1 #1067,242.12729630453157,Basketball Orange,Bubble Pink,Green,Rayban Green,,,,Smirk,,Gum Blue,Hawaiian Yellow
1529,Oppa Bear Evolution Gen.1 #28,242.04082545539228,,Sunshine Yellow,Grey,Rainbow Shade V.1,,Cap Blue,,Smirk,,Honey Yellow,Hawaiian Yellow
1530,Oppa Bear Evolution Gen.1 #1396,241.88023430353425,Sword Black,Rainbow Wink Shade,Green,,,Honey Jar Purple,,Open Mouth,Scarf Green,Pizza Purple,Bib Green
1531,Oppa Bear Evolution Gen.1 #404,241.68736593394917,Basketball Orange,Art Shade V.3,Grey,,Hand Soundabout V3,Bucket Black,,Playful,,Rose Purple,Hoodie Blue
1532,Oppa Bear Evolution Gen.1 #1522,241.67022099137324,,Red,Purple,Normal Yellow,,,,Angry,Bag Yellow,Parrot Purple,Gap Pink
1533,Oppa Bear Evolution Gen.1 #1499,241.60647788293653,,Circle Red,Yellow,Motorbike Glass Green,,Bucket Purple,,Angry,,Lollipop Green,Bib Purple
1534,Oppa Bear Evolution Gen.1 #1557,241.47998437442143,Baseball Green,Theme Green,Blue,,,Bear Hat Pink,,Playful,Scarf Green,,Sweater Red
1535,Oppa Bear Evolution Gen.1 #1749,241.40153245209746,Guitar Pink,Fraction Pink,Purple,,,Headphone Pink,,Playful,,,Turtle Neck Pink
1536,Oppa Bear Evolution Gen.1 #1113,241.32336598120284,Guitar Pink,Theme Purple,Sky Blue,Normal Blue,,Honey Jar Purple,,Smirk,,,Hoodie Mix White
1537,Oppa Bear Evolution Gen.1 #1781,241.0501972921934,,Fraction Yellow,Grey,,,Halo Pink,,Playful,Headphone Red,Parrot Red,Rain Coat Green
1538,Oppa Bear Evolution Gen.1 #175,240.7579518776513,Skateboard Purple,Rainbow Wall Dark,White,Rainbow Shade V.3,,Yo Hat Pink,,Smile,,,Hawaiian Blue
1539,Oppa Bear Evolution Gen.1 #1218,240.70214944918678,Sword Black,Art Shade V.1,Yellow,Circle Blue,,Snow Blue,,Angry,,Gum Blue,Sweater Yellow
1540,Oppa Bear Evolution Gen.1 #1715,240.6969315854354,Gun Green,Rainbow Wink Dream,Grey,Circle Blue,,,,Open Mouth,Scarf Yellow,Honey Yellow,Hoodie Mix White
1541,Oppa Bear Evolution Gen.1 #820,240.659298554511,Guitar Blue,Wall Pink,Sky Blue,Star Blue,,,,Smile,Headphone Yellow,Rose Yellow,Gap Pink
1542,Oppa Bear Evolution Gen.1 #1500,240.63402531538978,Sword Black,Art Shade V.3,Green,,Hand Donut V1,Halo Pink,,Open Mouth,,Pizza Purple,Hood Blue
1543,Oppa Bear Evolution Gen.1 #349,240.6017136624214,,Spiral Orange,White,Normal Yellow,,Party Hat Red,,Open Mouth,,Gum Blue,Bee Pink
1544,Oppa Bear Evolution Gen.1 #1848,240.5597360515518,Guitar Yellow,Red,Purple,Detective Glass Green,,Cowboy Small Green,,Angry,,,Jacket Green
