_rank,_name,_score,Back,Background,Body,Ear,Eye,Glasses,Head,Left Chest,Mouth,Necklace,Outfit,Props,Right Chest,Shoulder
2957,Oppa Bear Evolution Gen.2 #542,769.0416523985929,TagBlue,CircleYellow,Sky Blue,DollPetGreen,EyesRed,YellowPurple V2,PunkRed,NinjaBlue,ExcitedPink,ShawlBrown,UniformDressPurple,,GameoverRed,
2961,Oppa Bear Evolution Gen.2 #173,769.029397139976,CameraBlue,BoomBlue,Pink,BowGreen,EyesPink,ScubaRed,,BearPink,HappyPurple,,SpaceShiftPurple,,BearBlue,AliveYellow
2965,Oppa Bear Evolution Gen.2 #33,767.0646472815795,SunflowerOrange,GrainPurple,Green,EarsBlue,EyesPink,EyePatch,,CloudRed,ExcitedPink,DoraemonRed,MarioRed,MiniHeartGreen,BlowBlue,FlowerRed
2969,Oppa Bear Evolution Gen.2 #209,766.2061868757495,WordRed,SmokePurple,Sky Blue,,EyesPink,,,BlinkRed,SurprisedPurple,,HoodieYellow,CatFootPink,,
2973,Oppa Bear Evolution Gen.2 #956,764.708918570108,RingOrange,DropYellow,Sky Blue,TurtleLightGreen,EyesGreen,Thug,,RadiantPink,SurprisedGreen,,WearPurple,,MilitaryBlue,
2977,Oppa Bear Evolution Gen.2 #506,764.2754999137978,RocketPurple,PunkGreen,Yellow,HeadPhonePurple,EyesGreen,,,IceCreamGreen,ExcitedBlack,,JacketBlue,CatFootYellow,BananaYellow,VenomPink
2981,Oppa Bear Evolution Gen.2 #590,762.4464125861624,SickleBlue,StarLightYellow,Grey,PlasterPink V2,EyesRed,,,ButterflyBlue,SurprisedPurple,SoulChainYellow,DressGreen,MiniHeartPink,RocketYellow,
2984,Oppa Bear Evolution Gen.2 #300,761.5441417094241,SkateboardPurple,FuturisticBlue,Grey,HornBlue,EyesPink,,CapBlue,BirdBlue,HappyBrown,RibbonPurple,HoodieYellow,Scar,Pocket,
2988,Oppa Bear Evolution Gen.2 #522,761.110694467635,SignYellow,SmokeGreen,Sky Blue,PlasterYellow V2,EyesRed,XO,,OPPink,ExcitedBlack,,SuitGreen V2,,SakuraYellow,
2992,Oppa Bear Evolution Gen.2 #348,757.590965352253,ThunderBlue,HeartPurple,Purple,,EyesRed,HeartPink,,RadiantPink,SurprisedGreen,RibbonGreen,SuitRed,,24TagGreen,ShieldRed
2996,Oppa Bear Evolution Gen.2 #686,757.3186738845696,WordBlue,ShadePink,Grey,DoubleRingGreen,EyesRed,,,BlinkPink,SurprisedPurple,,JacketYellow,SweatGreen,,
3000,Oppa Bear Evolution Gen.2 #416,756.7044921726331,SignBlue,PunkYellow,Yellow,IronMaskYellow,EyesPink,LoopOrange,CapPurple,OPPurple,HappyGreen,HeartYellow,SportsWearGreen,Shy,,
3004,Oppa Bear Evolution Gen.2 #184,756.4438925947657,RabbitOrange,HeartYellow,Purple,AirHeadGreen,EyesGreen,RainbowPurple,,RazorGunOrange,NormalBlue,ChainPurple,TuxedoPurple,SweatGreen,,OppaTagPink
3008,Oppa Bear Evolution Gen.2 #614,756.2558046545056,BackpackRed,MixGreen,Purple,EarPhoneBlue,EyesGreen,RedBlue V2,,CanBlue,HappyPurple,ShawlGreen,SpaceShiftGreen,StarYellow V2,BroochRed,
3012,Oppa Bear Evolution Gen.2 #159,755.9542272208352,MusicRed,CircleYellow,Grey,RingPink V2,EyesGreen,RazorGreen,,ButterflyPink,NormalBlue,,AstronautPurple,Rainbow,Button,
3016,Oppa Bear Evolution Gen.2 #639,753.7687957092692,SicklePink,TonePink,Purple,DollPetGreen,EyesGreen,,BagRed,TopRed,HappyGreen,DiamondRed,UniformDressOrange,BeardOrange,,
3020,Oppa Bear Evolution Gen.2 #929,752.5177552308425,,DropGreen,Blue,,EyesPink,,HairBlue V2,BombYellow,SurprisedPurple,DoubleChainGreen,ScottGreen,StarBlue V2,,VenomPink
3024,Oppa Bear Evolution Gen.2 #498,752.4766867956228,CupGreen,MixPurple,Green,RingPink V2,EyesGreen,,,IceCreamPurple,SurprisedGreen,,WearPurple,PlasterWhite,StarBlue,FireGreen
3027,Oppa Bear Evolution Gen.2 #245,752.3711265554062,SkateboardRed,StarLightPurple,Green,TurtleRed,EyesGreen,StarBlue,FuturisticCap,BirdBlue,ExcitedBlack,ChainRed,TuxedoGreen,,,SprayRed
3031,Oppa Bear Evolution Gen.2 #427,752.2939142480016,BagPink,FuturisticRed,Yellow,,EyesGreen,,BandRed,NinjaOrange,ExcitedPink,,AstronautBluishGreen,NoseRingYellow,CryHeartOrange,
3035,Oppa Bear Evolution Gen.2 #282,751.6580763122074,BacktroopBlue,SmokePurple,Grey,RingYellow V2,EyesRed,WingPurple,ClayYellow,GhostRed,Lovely,,ScottGreen,JellyPurple,,
3039,Oppa Bear Evolution Gen.2 #138,750.4679944181553,BackpackYellow,BoomRed,Blue,,EyesRed,HeartBlue,,CloudBlue,SurprisedPurple,SoulChainGreen,SuitRed V2,CatFootYellow,BroochRed,FoxYellow
3043,Oppa Bear Evolution Gen.2 #31,749.2846574229552,CupBrown,PunkRed,Pink,KeyYellow,EyesGreen,SquareYellow,,PooBlue,SurprisedPurple,,AstronautPurple,SweatYellow,,OppaGreen
3047,Oppa Bear Evolution Gen.2 #243,747.3615422274341,SickleBlue,ThunderBlue,Yellow,EarPhoneBlue,EyesRed,CoolRed,ClayRed,LipPink,Upset,,WearLightGreen,,,FlowerRed
3051,Oppa Bear Evolution Gen.2 #67,747.177039155272,CupPink,ThunderRed,White,AirHeadGreen,EyesRed,RedBlue V2,CapCute Blue,BearPink,Lovely,,UniformPurple,,,ShieldRed
3055,Oppa Bear Evolution Gen.2 #214,746.4996527775751,WingYellow,FuturisticBlue,Green,BroochYellow,EyesRed,PinkBlue V2,,HeartBlue,HappyBrown,,TuxedoGreen,,RocketRed,LipYellow
3059,Oppa Bear Evolution Gen.2 #836,744.9220077324733,CannonOrange,AbstractPink,Purple,StarRingPurple,EyesGreen,,PolicePurple,TopPink,HappyPurple,,DressYellow,BeardGreen,,AliveYellow
3063,Oppa Bear Evolution Gen.2 #395,744.3655711329013,MusicRed,VenomRed,White,PlasterBlue V2,EyesGreen,BeamGreen,DinosaurBlue,CloudYellow,Scary,HeartYellow,UniformDressPink,,,FoxOrange
3066,Oppa Bear Evolution Gen.2 #714,744.3284702718664,SunflowerOrange,MixGreen,Pink,,EyesPink,,FuturisticCap,NinjaBlue,Scary,,TuxedoBlue,Shy,SmallPetYellow,OppaPink
3070,Oppa Bear Evolution Gen.2 #875,743.6180616524215,GameCabinet,BurnBlue,Yellow,,EyesRed,XO,HelicopterPurple,CloudBlue,NormalBlue,,DressGreen,StarBlue V2,StarGreen,RabbitPurple
3074,Oppa Bear Evolution Gen.2 #967,743.3474872486298,,StarLightYellow,Green,,EyesPink,GreenThug,,HeartBlue,NormalPurple,RibbonRed,SuitPink,,24TagOrange,SmileYellow V2
3078,Oppa Bear Evolution Gen.2 #26,742.4085048443926,,CircleGreen,Sky Blue,,EyesRed,GreenPurple,CapPurple,IceCreamPurple,HappyPurple,StarChainGreen,SpaceShiftRed,,DevilGreen,HappySoulPurple
3082,Oppa Bear Evolution Gen.2 #59,742.3778819162779,BrokenWingYellow,ShadeRed,Purple,EarsBlue,EyesRed,ScubaPurple,StylishHairGreen,NinjaBlue,ExcitedBlack,BagBlue,SuitPink,,BearRed,
3086,Oppa Bear Evolution Gen.2 #339,741.6147561531523,RingPurple,DropYellow,Purple,HornBlue,EyesRed,RazorGreen,HeadBandPink,MushroomYellow,Scary,,DressYellow,MoustachePurple,BroochRed,
3090,Oppa Bear Evolution Gen.2 #432,741.4664093627717,WingOrange,StarPurple,Pink,PlasterYellow,EyesGreen,LoopPurple,,CloudBlue,Lovely,,DressGreen,,SunflowerYellow,OppaGreen
3094,Oppa Bear Evolution Gen.2 #113,741.3546144929123,MusicRed,BurnBlue,Brown,RingBlue V2,EyesGreen,,CapPink,BirdPink,Scary,DiamondRed,ScotPink,,HappyPurpleCat,WingOrange
3098,Oppa Bear Evolution Gen.2 #89,740.2290411724374,RadioPurple,TonePink,Brown,RingYellow,EyesPink,,,LollipopPink,ExcitedPink,,RobotRed,,MonsterEyeBlue,
3102,Oppa Bear Evolution Gen.2 #659,740.1483994157295,RocketPurple,AbstractPink,White,DoubleRingRed,EyesGreen,,,BombYellow,ExcitedBlack,BagRed,SuitPurple V2,CatFootPurple,HeadBonePink,
3106,Oppa Bear Evolution Gen.2 #733,739.7498137057851,,GrainYellow,Blue,,EyesPink,BurnOrange,,CloudYellow,NormalBlue,RibbonBlue,WearPurple,Stitches,,BearBlue
3109,Oppa Bear Evolution Gen.2 #149,739.5460833933364,CannonOrange,BurnPink,Grey,,EyesGreen,PinkBlue V2,,PooPink,SurprisedPurple,,RobotLight,,SmallPetGreen,SmileYellow V2
3113,Oppa Bear Evolution Gen.2 #362,737.3937559267906,QuestionGreen,BurnOrange,Sky Blue,HornBlue,EyesGreen,SparklingBlue,CapBlue,OPOrange,HappyPurple,,HoodieBlue,,BroochRed,AvengersYellow
3117,Oppa Bear Evolution Gen.2 #621,736.5824656483613,SunflowerOrange,GrainPurple,Grey,RingYellow V2,EyesRed,GreenPurple,,IceCreamPurple,Lovely,,SportsWearYellow,MoonBlue,,LipRed
3121,Oppa Bear Evolution Gen.2 #556,736.1043092426072,,HeartYellow,Brown,StarRingPurple,EyesGreen,,PunkRed,MoonYellow,ExcitedBlack,,SuitGreen V2,MoustacheBrown,BroochRed,
3125,Oppa Bear Evolution Gen.2 #995,734.905331274847,RingPurple,SmokeRed,Purple,CuteGhost,EyesRed,,ClownGreen,CanPurple,NormalBlue,Bitcoin,UniformDressPink,MoustacheBlue,,
3129,Oppa Bear Evolution Gen.2 #248,734.4947157262338,RadioPurple,TonePurple,Blue,IronMaskOrange,EyesGreen,BeamYellow,,MarsBrown,NormalGreen,,MarioRed,,Pocket,WingOrange
3133,Oppa Bear Evolution Gen.2 #278,734.3663287785243,RabbitBlue,AbstractRed,Brown,TurtleRed,EyesRed,PirateBlindPurple,,MushroomYellow,HappyGreen,StarChainGreen,SteamPunkPurple,,MicGreen,SprayBlue
3137,Oppa Bear Evolution Gen.2 #745,734.2252644421966,BalloonGreen,AbstractPink,Green,,EyesPink,BeamYellow,HairPink,OPPurple,ExcitedPink,,RobotRed,,BananaGreen,ButtonGreen
3141,Oppa Bear Evolution Gen.2 #767,733.8058337724963,,LineBlue,Purple,JapanTagGreen,EyesGreen,SparklingPurple,,MoonGreen,NormalBlue,,MarioBlue,CatFootPurple,MushroomOrange,MilkBlue
3145,Oppa Bear Evolution Gen.2 #279,732.7299277247993,,StarLightPurple,Yellow,IronMaskYellow,EyesRed,OPPink,RainbowBlue,HeartRed,ExcitedPink,,HoodieYellow,CatFootYellow,BoneRed,
3148,Oppa Bear Evolution Gen.2 #755,731.7817338541623,ThunderYellow,GrainYellow,White,EarsPurple,EyesPink,,TurbineRed,BearBlue,SurprisedPurple,,HoodiePink,,Pocket,
3152,Oppa Bear Evolution Gen.2 #672,730.983605444238,SickleBlue,BurnPink,Grey,IronMaskOrange,EyesRed,RainbowPurple,CapBlue,PooBlue,HappyPurple,DiamondBlue,HoodieBlue,ScarRed,,
3156,Oppa Bear Evolution Gen.2 #915,730.7359422725589,CameraGreen,PunkYellow,Purple,IronMaskYellow,EyesPink,PirateBlindPurple,HairYellow V2,MushroomPurple,NormalGreen,,SpaceShiftGreen,,,FlowerRed
3160,Oppa Bear Evolution Gen.2 #403,730.6904456650333,CupPink,HeartYellow,Brown,,EyesRed,,CapCute Orange,LipRed,Upset,,SportsWearGreen,,Button,SmileYellow
3164,Oppa Bear Evolution Gen.2 #982,730.511616351048,,BurnOrange,Green,SmokeBlue,EyesRed,RadarRed,BagBlue,CloudRed,HappyGreen,,UniformDressOrange,,SmallPetPink,BearPurple
3168,Oppa Bear Evolution Gen.2 #275,730.4342999260832,,TonePurple,White,PlasterBlue V2,EyesPink,Tired,,SoulPink,NormalBlue,ShawlBrown,SuitPink,Scar,,BalloonPink
3172,Oppa Bear Evolution Gen.2 #472,729.4370123306467,SunflowerPurple,StarPurple,Green,,EyesRed,RainbowPurple,,ConeMix,HappyPurple,,AstronautPurple,SweatBlue,StarRed,MilkBlue
3176,Oppa Bear Evolution Gen.2 #393,728.9008034391994,QuestionRed,PunkRed,Purple,,EyesRed,RedBlue V2,,CaptainBluish green,ExcitedPink,RibbonRed,PirateKingBlue,Scar,GhostBlue,
3180,Oppa Bear Evolution Gen.2 #725,728.4337113660454,RadioPurple,DropPurple,Green,PaintPurple,EyesRed,GreenPurple,,ConeTone,Upset,,JacketYellow,ScarRed,,ShieldPurple
3184,Oppa Bear Evolution Gen.2 #548,727.7301860871266,,MixRed,Yellow,,EyesRed,PirateBlindRed,BandRed,OPPink,NormalPurple,,WinterWearGreen,,BlowPink,StarBlue
3187,Oppa Bear Evolution Gen.2 #491,727.6677289824161,DollarBlue,CircleYellow,Green,EarsBlue,EyesRed,OPPurple,HairPink,CloudBlue,Scary,,PirateKingBlue,,,AvengersPink
3191,Oppa Bear Evolution Gen.2 #977,727.4485440144398,BrokenWingPink,GrainGreen,Grey,AirHeadYellow,EyesRed,RadarRed,,GhostRed,NormalPurple,,SteamPunkBlue,StarRed,HeadBonePink,MilkYellow
3195,Oppa Bear Evolution Gen.2 #643,726.5931703710927,Sword,DropPurple,Green,TurtleRed,EyesRed,,SantaPurple,IceCreamPink,HappyBrown,StarChainPurple,ScottGreen,,,
3199,Oppa Bear Evolution Gen.2 #904,726.2385189994843,ParrotPink,DropYellow,Sky Blue,PaintGreen,EyesRed,Thug,TopPink,CloudRed,SurprisedPurple,ScarfYellow,UniformDressOrange,,,
3203,Oppa Bear Evolution Gen.2 #304,725.3268773652735,RabbitOrange,ShadeRed,Purple,StarRingYellow,EyesRed,,,RazorGunYellow,SurprisedPurple,HeartYellow,SpaceShiftRed,SweatBlue,HappyGreenCat,
3207,Oppa Bear Evolution Gen.2 #9,724.5504659116554,RadioYellow,VenomGreen,Yellow,AirHeadYellow,EyesGreen,,BoaterGreen,MarsGreen,SurprisedGreen,StarChainRed,SpaceShiftGreen,,,MilkBlue
3211,Oppa Bear Evolution Gen.2 #790,724.2862444612362,ThunderBlue,ThunderBlue,Green,DollPetGreen,EyesGreen,PirateBlindGreen,PunkRed,LipPink,HappyPurple,,SuitPurple V2,,,ButtonGreen
3215,Oppa Bear Evolution Gen.2 #968,722.5268600014474,BagPink,CirclePurple,Pink,DoubleRingYellow,EyesRed,StarPink,,PooBlue,Upset,ScarfGreen,SuitGreen V2,BrightRed,,CoolConePurple
3219,Oppa Bear Evolution Gen.2 #347,720.5401344961058,,StarLightGreen,Purple,RingBlue V2,EyesPink,AngryBlue,DinosaurBlue,IceCreamPink,NormalBlue,,SteamPunkBlue,,BearRed,FlowerRed
3223,Oppa Bear Evolution Gen.2 #465,718.9240583595467,QuestionRed,PunkYellow,Grey,CuteGhost,EyesGreen,,HairPink,HeartBlue,Scary,RainBow,UniformPurple,,HappyPurpleCat,
3227,Oppa Bear Evolution Gen.2 #919,717.7944393310559,,CirclePurple,Purple,RingYellow,EyesPink,YellowPurple V2,,BirdPink,ExcitedBlack,HeartYellow,UniformDressPurple,CatFootPink,,VenomPink
3230,Oppa Bear Evolution Gen.2 #674,717.369202041932,SkateboardPurple,ToneBlue,Pink,,EyesRed,OPYellow,,CloudRed,Lovely,ScarfGreen,ScotPink,,BearYellow,BearBlue
3234,Oppa Bear Evolution Gen.2 #943,716.6371061264841,ParrotPink,FuturisticBlue,Green,BowGreen,EyesPink,BeamYellow,,HeartBlue,RainbowUpset,,AstronautGreen,,StarBlue,
3238,Oppa Bear Evolution Gen.2 #79,716.6007563567013,ThunderBlue,BoomBlue,Sky Blue,SmokeBlue,EyesGreen,,,LowButton,Upset,,SuitPurple V2,SweatYellow,BoxPink,BearPurple
3242,Oppa Bear Evolution Gen.2 #783,715.1451179555835,MusicPurple,DropGreen,Purple,IronMaskYellow,EyesGreen,,,IceCreamPurple,HappyPurple,TieBlue,SteamPunkRed,,SmallPetPink,
3246,Oppa Bear Evolution Gen.2 #104,715.1028693471478,,AbstractBlue,Purple,JapanTagGreen,EyesRed,,,ButterflyGreen,Upset,DoubleChainGreen,JacketPink,,SunflowerYellow,AvengersPink
3250,Oppa Bear Evolution Gen.2 #979,712.7397759880209,RocketPurple,LineBlue,Brown,PlasterGreen,EyesRed,,HiphopBlue,GhostPurple,Scary,,WearLightGreen,PlasterBlue,HeadBonePink,
3254,Oppa Bear Evolution Gen.2 #284,712.1436863316226,MusicBlue,FuturisticPurple,White,RingYellow V2,EyesRed,LoopPurple,RainbowRed,LollipopPink,NormalBlue,ScarfGreen,WearLightGreen,,,CoolConePurple
3258,Oppa Bear Evolution Gen.2 #612,710.5962543227874,RingOrange,DropPurple,Yellow,,EyesGreen,,HiphopBlue,LollipopRed,ExcitedPink,,ScottGreen,SweatBlue,,TickYellow
3262,Oppa Bear Evolution Gen.2 #773,709.642440499381,RadioPurple,CircleGreen,Pink,HeadPhoneRed,EyesRed,BurnOrange,,RadiantPink,ExcitedBlack,,SuitGreen V2,MoonBlue,RocketPurple,
3266,Oppa Bear Evolution Gen.2 #257,709.6398797982598,SkateboardRed,HeartPurple,Grey,KeyOrange,EyesGreen,PirateBlindPurple,CapPink,Button,SurprisedGreen,,UniformBlue,,,OppaTagPink
3269,Oppa Bear Evolution Gen.2 #453,709.5148719894595,,StarLightPurple,Pink,JapanTagRed,EyesRed,HeartBlue,ClownGreen,MarsGreen,Upset,,MarioRed,OppaPlaster,SakuraBlue,
3273,Oppa Bear Evolution Gen.2 #163,707.5182934556941,BacktroopRed,VenomPurple,Blue,,EyesGreen,SmartYellow,HiphopYellow V2,MushroomPurple,Upset,ScarfBlue,TuxedoGreen,,,TickRed
3277,Oppa Bear Evolution Gen.2 #461,706.190184980562,ThunderBlue,SmokeRed,Yellow,EarsYellow,EyesRed,PirateBlindPurple,,LollipopYellow,Upset,TieGreen,SuitGreen V2,,,FrogPurple
3281,Oppa Bear Evolution Gen.2 #559,706.0489846450289,,LineBlue,Green,PlasterYellow,EyesGreen,SquareYellow,HiphopRed,BlinkOrange,Lovely,ScarfGreen,TuxedoBlue,,MicPurple,
3285,Oppa Bear Evolution Gen.2 #636,705.5708095159853,CupGreen,CircleYellow,Pink,,EyesRed,OPPurple,,BirdYellow,NormalGreen,,TuxedoGreen,StarOrange V2,BoneRed,FireOrange
3289,Oppa Bear Evolution Gen.2 #847,705.5661490018053,CameraGreen,AbstractBlue,Sky Blue,,EyesPink,,HiphopYellow V2,ButterflyPink,Lovely,TieGreen,SpaceShiftPurple,PlasterWhite,,AliveYellow
3293,Oppa Bear Evolution Gen.2 #661,705.3010662384668,SicklePink,LineRed,Purple,,EyesGreen,,HairGreen,ConeBright,Upset,RainBow,UniformDressOrange,,,FlowerRed
3297,Oppa Bear Evolution Gen.2 #717,703.8078270841224,SkateboardPurple,BurnPink,Yellow,EarringsBlue,EyesRed,,SantaRed,BearBlue,NormalBlue,RibbonGreen,WinterWearGreen,,,ButtonGreen
3301,Oppa Bear Evolution Gen.2 #134,703.4246529106257,,ShadeGreen,White,PaintPink,EyesRed,ScubaPurple,,HeartRed,Scary,,SportsWearGreen,MoonPurple,SmallPetYellow,RabbitPurple
3305,Oppa Bear Evolution Gen.2 #620,703.3115260252174,,BoomBlue,Green,BowGreen,EyesGreen,PirateBlindRed,TurbineBlue,CaptainGreen,Upset,,AstronautGreen,,StarGreen,
3309,Oppa Bear Evolution Gen.2 #980,703.0686512069491,LookGreen,BoomRed,Yellow,,EyesGreen,RazorRed,,TopBlue,NormalPurple,,ScottBlue,Shy,Ninja,
3312,Oppa Bear Evolution Gen.2 #397,702.8649529462801,MusicRed,GrainPurple,Pink,HeadPhoneRed,EyesPink,ScubaRed,SantaBlue,HeartPink,ExcitedPink,,HoodieYellow,,HeadBoneBlue,
3316,Oppa Bear Evolution Gen.2 #65,702.6540925899805,RingGreen,HeartYellow,Sky Blue,RingBlue V2,EyesRed,RazorGreen,,HeartRed,HappyPurple,RibbonRed,AstronautPurple,WhiskerGreen,,ShieldTagPurple
3320,Oppa Bear Evolution Gen.2 #561,702.067917378383,ParrotPurple,SmokeRed,Blue,TurtleRed,EyesGreen,,HelicopterBlue,HeartRed,HappyPurple,SoulChainBlue,RobotLight,BeardGreen,,
3324,Oppa Bear Evolution Gen.2 #842,700.745748593492,,ShadeRed,Blue,,EyesPink,SleepYellow,,GhostRed,SurprisedGreen,,MarioRed,Shy,BlowPink,SmileBlue
3328,Oppa Bear Evolution Gen.2 #794,699.122682479623,,GrainPurple,Pink,IronMaskGreen,EyesRed,HeartPurple,HiphopBlue V2,PooBlue,NormalGreen,,UniformDressPink,,,
3332,Oppa Bear Evolution Gen.2 #177,698.5962757553917,BulbYellow,PunkGreen,Blue,IronMaskOrange,EyesRed,OPPink,HiphopYellow V2,MoonGreen,HappyGreen,DiamondBlue,AstronautBluishGreen,,,
3336,Oppa Bear Evolution Gen.2 #568,696.8496131968662,,BoomRed,Grey,CherryYellow,EyesGreen,,,HeartRed,ExcitedPink,DoubleChainPink,MarioRed,BrightRed,MicGreen,BalloonGreen
3340,Oppa Bear Evolution Gen.2 #523,696.7952372977118,CannonRed,CirclePurple,White,,EyesGreen,CoolYellow,FuturisticCap,HeartPink,NormalBlue,,HoodieBlue,,BroochRed,
3344,Oppa Bear Evolution Gen.2 #467,696.2235956776831,BacktroopRed,VenomGreen,Sky Blue,,EyesGreen,AngryBlue,,CloudRed,Lovely,,SpaceShiftRed,SnotBlue,GhostYellow,StarPurple
3348,Oppa Bear Evolution Gen.2 #207,695.5391744843502,ParrotPink,StarLightGreen,Pink,TurtleLightGreen,EyesRed,RainbowPurple,HelicopterPurple,MarsGreen,SurprisedPurple,,PirateKingRed,,,VenomPink
3351,Oppa Bear Evolution Gen.2 #63,695.3337390602723,SickleBlue,DropPurple,Yellow,SmokeLightGreen,EyesGreen,,DinosaurGreen,TopPink,Scary,,TuxedoGreen,Plaster,,
3355,Oppa Bear Evolution Gen.2 #768,693.6259202057522,BulbYellow,MixGreen,Sky Blue,,EyesRed,AngryBlue,,TopRed,SurprisedGreen,,SteamPunkRed,Scar,HappyGreenCat,CoolConeGreen
3359,Oppa Bear Evolution Gen.2 #641,693.5632763292266,RingGreen,CircleYellow,Blue,PaintPurple,EyesRed,,HeadBandPink,CloudRed,ExcitedBlack,DoubleChainPink,ScottBlue,,,SmileYellow
3363,Oppa Bear Evolution Gen.2 #529,693.3048039431018,QuestionRed,SmokeRed,Yellow,,EyesGreen,LoopOrange,,CloudBlue,Lovely,,WinterWearGreen,StarBlue,,OppaPink
3367,Oppa Bear Evolution Gen.2 #994,691.9175426657874,,FuturisticPurple,Brown,JapanTagGreen,EyesRed,CoolBlue,,HeartPink,SurprisedPurple,,SuitGreen V2,StarOrange V2,24TagGreen,IceCreamGreen
3371,Oppa Bear Evolution Gen.2 #645,690.2997868105042,ThunderYellow,FuturisticRed,White,RingLightGreen,EyesRed,RazorRed,,TopRed,HappyGreen,SoulChainYellow,SuitBlue,BeardGreen,,
3375,Oppa Bear Evolution Gen.2 #605,690.1377830581956,BrokenWingYellow,StarLightPurple,Blue,PlasterRed,EyesRed,,,ConeTone,HappyPurple,,WearLightGreen,,DevilGreen,WingGreen
3379,Oppa Bear Evolution Gen.2 #450,689.0545248308201,BulbPurple,BoomYellow,Pink,DoubleRingGreen,EyesRed,,,ConeMix,NormalBlue,,DressYellow,,CryHeartBlue,
3383,Oppa Bear Evolution Gen.2 #975,688.2289276438742,SkateboardPurple,TonePink,Green,PaintPink,EyesRed,,HelicopterPurple,BombPurple,HappyGreen,,WearLightGreen,NoseRingPurple,CryHeartPink,
3387,Oppa Bear Evolution Gen.2 #232,686.579042280503,BacktroopBlue,AbstractPink,Pink,RingYellow V2,EyesPink,,BagBlue,CaptainBluish green,NormalGreen,,SteamPunkPurple,RazorBeardPurple,BananaYellow,
3390,Oppa Bear Evolution Gen.2 #664,686.5764473527427,,SmokePurple,Sky Blue,,EyesRed,AngryBlue,HeadBandBlue,IceCreamPink,NormalBlue,,JacketGrey,BeardPurple,SakuraYellow,
3394,Oppa Bear Evolution Gen.2 #970,685.0750540252149,,MixRed,Blue,BowPurple,EyesRed,PirateBlindRed,,BearBlue,ExcitedBlack,,UniformDressOrange,,BearPurple,MilkBlue
3398,Oppa Bear Evolution Gen.2 #863,683.0269163838569,WordOrange,LineGreen,Brown,RingLightGreen,EyesRed,BeamYellow,CapBlue,CloudBlue,SurprisedPurple,,WinterWearGreen,,,Bomberman
3402,Oppa Bear Evolution Gen.2 #315,682.3404904787883,BacktroopRed,AbstractPink,Pink,StarRingYellow,EyesGreen,EyeLine,,RazorGunBlue,SurprisedPurple,,SpaceShiftRed,,BroochRed,TickGreen
3406,Oppa Bear Evolution Gen.2 #808,681.947644266752,,PunkRed,Pink,EarPhoneYellow,EyesPink,RazorRed,,CaptainBluish green,Upset,,SteamPunkPurple,WhiskerYellow,RoundYellow,
3410,Oppa Bear Evolution Gen.2 #359,679.9463005845984,SkateboardRed,PunkGreen,Brown,,EyesGreen,,SantaPurple,MoonYellow,ExcitedBlack,,MarioRed,,BearRed,SmileYellow V2
3414,Oppa Bear Evolution Gen.2 #399,679.6010768898642,,BoomRed,Grey,DoubleRingYellow,EyesRed,,,GhostRed,SurprisedGreen,BagRed,WearPurple,,24TagGreen,Plug
3418,Oppa Bear Evolution Gen.2 #384,678.4222924881882,BombBlue,DropGreen,Sky Blue,PaintGreen,EyesRed,,BandYellow,LittleGhost,HappyGreen,,SuitPurple V2,Stitches,CryHeartBlue,
3422,Oppa Bear Evolution Gen.2 #825,676.6431399633158,LookGreen,LineRed,Pink,BowGreen,EyesRed,SmartBlue,,BearYellow,HappyBrown,,PirateKingBlue,,,FacePink
3426,Oppa Bear Evolution Gen.2 #501,674.8418162869921,,HeartPurple,Pink,HeadPhoneRed,EyesRed,SquareYellow,RingGreen,CaptainBluish green,NormalGreen,,SuitGreen V2,,,ShieldTagPurple
3430,Oppa Bear Evolution Gen.2 #871,674.4697085063251,,CircleGreen,Purple,PaintGreen,EyesPink,CoolBlue,HairYellow V2,LipPink,NormalGreen,,TuxedoBlue,RazorBeardYellow,,FoxOrange
3433,Oppa Bear Evolution Gen.2 #610,673.894601525078,,SmokePurple,Green,HeartRed,EyesRed,SmartPink,,OPPurple,ExcitedBlack,DoraemonPurple,RobotRed,,CryHeartBlue,
3437,Oppa Bear Evolution Gen.2 #947,673.6364605905479,RingOrange,BoomBlue,Sky Blue,HeartPurple,EyesGreen,,HeadBandBlue,IceCreamGreen,NormalGreen,,HoodieBlue,,MonsterEyePink,
3441,Oppa Bear Evolution Gen.2 #238,673.3369422380848,CannonOrange,SmokeGreen,Green,RingBlack,EyesPink,OPPurple,,GhostPurple,Lovely,HeartYellow,AstronautBluishGreen,RazorBeardYellow,,
3445,Oppa Bear Evolution Gen.2 #298,672.4581297037014,BulbYellow,ShadeGreen,Blue,CherryPink,EyesPink,EyePatch,HiphopPink,LittleGhost,HappyGreen,,SuitGreen V2,,,
3449,Oppa Bear Evolution Gen.2 #595,672.2065911077339,SunflowerOrange,BoomBlue,Green,EarsBlue,EyesPink,LoopGreen,HeadBandYellow,ButterflyGreen,NormalGreen,BagBlue,UniformBlue,,,
3453,Oppa Bear Evolution Gen.2 #792,671.9185699863779,,GrainYellow,Purple,PlasterYellow V2,EyesRed,SquareBlue,RingOrange,MushroomPink,Upset,,SuitRed,StitchesDown,,FlowerRed
